Date: 2024-11-10 | Time: 04:56:00 | Transition: surprise -> surprise | Duration: 1.9s | Scores: {'angry': 0.39, 'disgust': 0.12, 'fear': 0.29, 'happy': 0.76, 'sad': 0.23, 'surprise': 0.71, 'neutral': 0.78}
Date: 2025-03-07 | Time: 15:40:55 | Transition: neutral -> sad | Duration: 0.44s | Scores: {'angry': 0.08, 'disgust': 0.01, 'fear': 0.28, 'happy': 0.2, 'sad': 0.37, 'surprise': 0.02, 'neutral': 0.05}
Date: 2025-03-07 | Time: 15:40:56 | Transition: sad -> neutral | Duration: 0.27s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.07, 'sad': 0.06, 'surprise': 0.06, 'neutral': 0.5}
Date: 2025-03-07 | Time: 15:40:59 | Transition: neutral -> fear | Duration: 3.92s | Scores: {'angry': 0.17, 'disgust': 0.0, 'fear': 0.29, 'happy': 0.14, 'sad': 0.1, 'surprise': 0.1, 'neutral': 0.21}
Date: 2025-03-07 | Time: 15:41:00 | Transition: fear -> sad | Duration: 0.90s | Scores: {'angry': 0.23, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.16, 'sad': 0.27, 'surprise': 0.01, 'neutral': 0.1}
Date: 2025-03-07 | Time: 15:41:01 | Transition: sad -> fear | Duration: 0.18s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.23, 'sad': 0.13, 'surprise': 0.04, 'neutral': 0.15}
Date: 2025-03-07 | Time: 15:41:01 | Transition: fear -> happy | Duration: 0.91s | Scores: {'angry': 0.22, 'disgust': 0.01, 'fear': 0.21, 'happy': 0.24, 'sad': 0.22, 'surprise': 0.03, 'neutral': 0.09}
Date: 2025-03-07 | Time: 15:41:02 | Transition: happy -> neutral | Duration: 0.21s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.1, 'sad': 0.1, 'surprise': 0.05, 'neutral': 0.51}
Date: 2025-03-07 | Time: 15:41:07 | Transition: neutral -> happy | Duration: 5.32s | Scores: {'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.93, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.06}
Date: 2025-03-07 | Time: 15:41:13 | Transition: happy -> neutral | Duration: 6.40s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.24, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.02, 'neutral': 0.64}
Date: 2025-03-07 | Time: 15:41:14 | Transition: neutral -> happy | Duration: 0.72s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.42, 'sad': 0.04, 'surprise': 0.02, 'neutral': 0.17}
Date: 2025-03-07 | Time: 15:41:16 | Transition: happy -> neutral | Duration: 2.34s | Scores: {'angry': 0.15, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.37, 'sad': 0.05, 'surprise': 0.01, 'neutral': 0.38}
Date: 2025-03-07 | Time: 15:41:18 | Transition: neutral -> fear | Duration: 1.56s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.32, 'happy': 0.02, 'sad': 0.07, 'surprise': 0.18, 'neutral': 0.3}
Date: 2025-03-07 | Time: 15:41:18 | Transition: fear -> surprise | Duration: 0.21s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.05, 'sad': 0.04, 'surprise': 0.41, 'neutral': 0.14}
Date: 2025-03-07 | Time: 15:41:18 | Transition: surprise -> fear | Duration: 0.22s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.23, 'sad': 0.18, 'surprise': 0.06, 'neutral': 0.12}
Date: 2025-03-07 | Time: 15:41:19 | Transition: fear -> happy | Duration: 0.19s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.45, 'sad': 0.11, 'surprise': 0.07, 'neutral': 0.07}
Date: 2025-03-07 | Time: 15:41:19 | Transition: happy -> angry | Duration: 0.65s | Scores: {'angry': 0.3, 'disgust': 0.0, 'fear': 0.25, 'happy': 0.2, 'sad': 0.06, 'surprise': 0.09, 'neutral': 0.1}
Date: 2025-03-07 | Time: 15:41:20 | Transition: angry -> surprise | Duration: 0.24s | Scores: {'angry': 0.17, 'disgust': 0.0, 'fear': 0.31, 'happy': 0.03, 'sad': 0.04, 'surprise': 0.35, 'neutral': 0.09}
Date: 2025-03-07 | Time: 15:41:20 | Transition: surprise -> fear | Duration: 0.45s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.26, 'happy': 0.05, 'sad': 0.03, 'surprise': 0.26, 'neutral': 0.25}
Date: 2025-03-07 | Time: 15:41:20 | Transition: fear -> surprise | Duration: 0.26s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.1, 'sad': 0.03, 'surprise': 0.43, 'neutral': 0.15}
Date: 2025-03-07 | Time: 15:41:20 | Transition: surprise -> angry | Duration: 0.23s | Scores: {'angry': 0.3, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.29, 'sad': 0.03, 'surprise': 0.09, 'neutral': 0.19}
Date: 2025-03-07 | Time: 15:41:21 | Transition: angry -> neutral | Duration: 0.21s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.06, 'sad': 0.04, 'surprise': 0.13, 'neutral': 0.39}
Date: 2025-03-07 | Time: 15:41:21 | Transition: neutral -> fear | Duration: 0.48s | Scores: {'angry': 0.28, 'disgust': 0.0, 'fear': 0.32, 'happy': 0.03, 'sad': 0.05, 'surprise': 0.14, 'neutral': 0.18}
Date: 2025-03-07 | Time: 15:41:21 | Transition: fear -> angry | Duration: 0.23s | Scores: {'angry': 0.3, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.02, 'sad': 0.03, 'surprise': 0.17, 'neutral': 0.27}
Date: 2025-03-07 | Time: 15:41:22 | Transition: angry -> neutral | Duration: 0.23s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.04, 'sad': 0.04, 'surprise': 0.11, 'neutral': 0.42}
Date: 2025-03-07 | Time: 15:41:22 | Transition: neutral -> happy | Duration: 0.23s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.48, 'sad': 0.02, 'surprise': 0.12, 'neutral': 0.1}
Date: 2025-03-07 | Time: 15:41:22 | Transition: happy -> fear | Duration: 0.51s | Scores: {'angry': 0.29, 'disgust': 0.0, 'fear': 0.42, 'happy': 0.12, 'sad': 0.04, 'surprise': 0.07, 'neutral': 0.06}
Date: 2025-03-07 | Time: 15:41:23 | Transition: fear -> happy | Duration: 0.67s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.35, 'sad': 0.07, 'surprise': 0.08, 'neutral': 0.09}
Date: 2025-03-07 | Time: 15:41:24 | Transition: happy -> neutral | Duration: 0.63s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.34, 'sad': 0.02, 'surprise': 0.03, 'neutral': 0.42}
Date: 2025-03-07 | Time: 15:41:24 | Transition: neutral -> fear | Duration: 0.19s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.42, 'happy': 0.13, 'sad': 0.08, 'surprise': 0.21, 'neutral': 0.12}
Date: 2025-03-07 | Time: 15:41:24 | Transition: fear -> happy | Duration: 0.18s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.69, 'sad': 0.02, 'surprise': 0.05, 'neutral': 0.06}
Date: 2025-03-07 | Time: 15:41:24 | Transition: happy -> fear | Duration: 0.15s | Scores: {'angry': 0.32, 'disgust': 0.0, 'fear': 0.4, 'happy': 0.05, 'sad': 0.12, 'surprise': 0.07, 'neutral': 0.04}
Date: 2025-03-07 | Time: 15:41:25 | Transition: fear -> neutral | Duration: 0.36s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.14, 'sad': 0.03, 'surprise': 0.12, 'neutral': 0.43}
Date: 2025-03-07 | Time: 15:41:25 | Transition: neutral -> happy | Duration: 0.17s | Scores: {'angry': 0.19, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.35, 'sad': 0.04, 'surprise': 0.09, 'neutral': 0.12}
Date: 2025-03-07 | Time: 15:41:26 | Transition: happy -> angry | Duration: 0.54s | Scores: {'angry': 0.61, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.22, 'sad': 0.01, 'surprise': 0.04, 'neutral': 0.01}
Date: 2025-03-07 | Time: 15:41:26 | Transition: angry -> happy | Duration: 0.32s | Scores: {'angry': 0.22, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.48, 'sad': 0.01, 'surprise': 0.07, 'neutral': 0.01}
Date: 2025-03-07 | Time: 15:41:27 | Transition: happy -> fear | Duration: 0.66s | Scores: {'angry': 0.33, 'disgust': 0.0, 'fear': 0.35, 'happy': 0.13, 'sad': 0.03, 'surprise': 0.14, 'neutral': 0.01}
Date: 2025-03-07 | Time: 15:41:28 | Transition: fear -> surprise | Duration: 1.23s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.32, 'happy': 0.01, 'sad': 0.09, 'surprise': 0.38, 'neutral': 0.03}
Date: 2025-03-07 | Time: 15:41:28 | Transition: surprise -> fear | Duration: 0.21s | Scores: {'angry': 0.2, 'disgust': 0.0, 'fear': 0.43, 'happy': 0.0, 'sad': 0.12, 'surprise': 0.19, 'neutral': 0.05}
Date: 2025-03-07 | Time: 15:41:28 | Transition: fear -> surprise | Duration: 0.43s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.04, 'sad': 0.05, 'surprise': 0.53, 'neutral': 0.09}
Date: 2025-03-07 | Time: 15:41:29 | Transition: surprise -> fear | Duration: 0.41s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.34, 'happy': 0.04, 'sad': 0.08, 'surprise': 0.33, 'neutral': 0.08}
Date: 2025-03-07 | Time: 15:41:29 | Transition: fear -> surprise | Duration: 0.63s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.34, 'happy': 0.02, 'sad': 0.06, 'surprise': 0.44, 'neutral': 0.03}
Date: 2025-03-07 | Time: 15:41:30 | Transition: surprise -> fear | Duration: 0.19s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.64, 'happy': 0.03, 'sad': 0.12, 'surprise': 0.12, 'neutral': 0.04}
Date: 2025-03-07 | Time: 15:41:32 | Transition: fear -> angry | Duration: 1.91s | Scores: {'angry': 0.37, 'disgust': 0.0, 'fear': 0.37, 'happy': 0.03, 'sad': 0.09, 'surprise': 0.11, 'neutral': 0.03}
Date: 2025-03-07 | Time: 15:41:32 | Transition: angry -> fear | Duration: 0.39s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.32, 'happy': 0.02, 'sad': 0.07, 'surprise': 0.13, 'neutral': 0.24}
Date: 2025-03-07 | Time: 15:41:33 | Transition: fear -> angry | Duration: 0.67s | Scores: {'angry': 0.38, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.0, 'sad': 0.22, 'surprise': 0.02, 'neutral': 0.11}
Date: 2025-03-07 | Time: 15:41:33 | Transition: angry -> sad | Duration: 0.20s | Scores: {'angry': 0.26, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.04, 'sad': 0.33, 'surprise': 0.01, 'neutral': 0.2}
Date: 2025-03-07 | Time: 15:41:33 | Transition: sad -> neutral | Duration: 0.21s | Scores: {'angry': 0.27, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.05, 'sad': 0.23, 'surprise': 0.01, 'neutral': 0.28}
Date: 2025-03-07 | Time: 15:41:34 | Transition: neutral -> angry | Duration: 0.52s | Scores: {'angry': 0.57, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.06, 'sad': 0.17, 'surprise': 0.02, 'neutral': 0.02}
Date: 2025-03-07 | Time: 15:41:36 | Transition: angry -> neutral | Duration: 1.97s | Scores: {'angry': 0.22, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.21, 'sad': 0.07, 'surprise': 0.03, 'neutral': 0.33}
Date: 2025-03-07 | Time: 15:41:36 | Transition: neutral -> fear | Duration: 0.21s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.29, 'happy': 0.14, 'sad': 0.03, 'surprise': 0.24, 'neutral': 0.14}
Date: 2025-03-07 | Time: 15:41:36 | Transition: fear -> happy | Duration: 0.21s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.62, 'sad': 0.01, 'surprise': 0.02, 'neutral': 0.1}
Date: 2025-03-07 | Time: 15:41:37 | Transition: happy -> fear | Duration: 0.64s | Scores: {'angry': 0.31, 'disgust': 0.0, 'fear': 0.41, 'happy': 0.03, 'sad': 0.08, 'surprise': 0.12, 'neutral': 0.04}
Date: 2025-03-07 | Time: 15:41:37 | Transition: fear -> happy | Duration: 0.23s | Scores: {'angry': 0.27, 'disgust': 0.0, 'fear': 0.24, 'happy': 0.35, 'sad': 0.03, 'surprise': 0.09, 'neutral': 0.03}
Date: 2025-03-07 | Time: 15:41:37 | Transition: happy -> angry | Duration: 0.20s | Scores: {'angry': 0.36, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.26, 'sad': 0.03, 'surprise': 0.09, 'neutral': 0.05}
Date: 2025-03-07 | Time: 15:41:37 | Transition: angry -> fear | Duration: 0.20s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.41, 'happy': 0.02, 'sad': 0.06, 'surprise': 0.25, 'neutral': 0.02}
Date: 2025-03-07 | Time: 15:41:37 | Transition: fear -> angry | Duration: 0.20s | Scores: {'angry': 0.29, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.12, 'sad': 0.04, 'surprise': 0.26, 'neutral': 0.07}
Date: 2025-03-07 | Time: 15:41:38 | Transition: angry -> happy | Duration: 0.22s | Scores: {'angry': 0.22, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.57, 'sad': 0.01, 'surprise': 0.03, 'neutral': 0.02}
Date: 2025-03-07 | Time: 15:41:38 | Transition: happy -> angry | Duration: 0.25s | Scores: {'angry': 0.26, 'disgust': 0.01, 'fear': 0.23, 'happy': 0.25, 'sad': 0.14, 'surprise': 0.04, 'neutral': 0.06}
Date: 2025-03-07 | Time: 15:41:38 | Transition: angry -> sad | Duration: 0.40s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.25, 'sad': 0.45, 'surprise': 0.02, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:45:41 | Transition: happy -> fear | Duration: 0.29s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.46, 'happy': 0.01, 'sad': 0.05, 'surprise': 0.4, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:45:41 | Transition: fear -> happy | Duration: 0.25s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.27, 'sad': 0.25, 'surprise': 0.13, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:45:41 | Transition: happy -> fear | Duration: 0.24s | Scores: {'angry': 0.1, 'disgust': 0.0, 'fear': 0.55, 'happy': 0.06, 'sad': 0.05, 'surprise': 0.2, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:45:41 | Transition: fear -> neutral | Duration: 0.27s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.05, 'sad': 0.32, 'surprise': 0.02, 'neutral': 0.41}
Date: 2025-03-11 | Time: 12:45:45 | Transition: neutral -> angry | Duration: 3.60s | Scores: {'angry': 0.53, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.23}
Date: 2025-03-11 | Time: 12:45:48 | Transition: angry -> fear | Duration: 2.84s | Scores: {'angry': 0.34, 'disgust': 0.0, 'fear': 0.4, 'happy': 0.0, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.09}
Date: 2025-03-11 | Time: 12:45:48 | Transition: fear -> neutral | Duration: 0.22s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.01, 'sad': 0.31, 'surprise': 0.01, 'neutral': 0.32}
Date: 2025-03-11 | Time: 12:45:48 | Transition: neutral -> sad | Duration: 0.21s | Scores: {'angry': 0.23, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.0, 'sad': 0.4, 'surprise': 0.0, 'neutral': 0.1}
Date: 2025-03-11 | Time: 12:45:49 | Transition: sad -> angry | Duration: 0.22s | Scores: {'angry': 0.37, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.0, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.1}
Date: 2025-03-11 | Time: 12:45:49 | Transition: angry -> sad | Duration: 0.48s | Scores: {'angry': 0.31, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.01, 'sad': 0.32, 'surprise': 0.0, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:45:50 | Transition: sad -> angry | Duration: 0.57s | Scores: {'angry': 0.31, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.01, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.28}
Date: 2025-03-11 | Time: 12:45:50 | Transition: angry -> neutral | Duration: 0.83s | Scores: {'angry': 0.3, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.01, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.35}
Date: 2025-03-11 | Time: 12:45:51 | Transition: neutral -> sad | Duration: 0.24s | Scores: {'angry': 0.28, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.0, 'sad': 0.32, 'surprise': 0.01, 'neutral': 0.2}
Date: 2025-03-11 | Time: 12:45:55 | Transition: sad -> angry | Duration: 4.07s | Scores: {'angry': 0.41, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.01, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.29}
Date: 2025-03-11 | Time: 12:45:56 | Transition: angry -> sad | Duration: 1.56s | Scores: {'angry': 0.22, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.33, 'surprise': 0.0, 'neutral': 0.31}
Date: 2025-03-11 | Time: 12:46:07 | Transition: sad -> angry | Duration: 10.47s | Scores: {'angry': 0.37, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.0, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.29}
Date: 2025-03-11 | Time: 12:46:08 | Transition: angry -> sad | Duration: 1.17s | Scores: {'angry': 0.2, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.0, 'sad': 0.42, 'surprise': 0.0, 'neutral': 0.2}
Date: 2025-03-11 | Time: 12:46:09 | Transition: sad -> neutral | Duration: 0.68s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.02, 'sad': 0.07, 'surprise': 0.0, 'neutral': 0.82}
Date: 2025-03-11 | Time: 12:46:09 | Transition: neutral -> fear | Duration: 0.39s | Scores: {'angry': 0.19, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.02, 'sad': 0.27, 'surprise': 0.0, 'neutral': 0.26}
Date: 2025-03-11 | Time: 12:46:09 | Transition: fear -> neutral | Duration: 0.37s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.02, 'sad': 0.15, 'surprise': 0.0, 'neutral': 0.57}
Date: 2025-03-11 | Time: 12:46:20 | Transition: neutral -> fear | Duration: 10.45s | Scores: {'angry': 0.22, 'disgust': 0.0, 'fear': 0.4, 'happy': 0.03, 'sad': 0.12, 'surprise': 0.01, 'neutral': 0.23}
Date: 2025-03-11 | Time: 12:46:21 | Transition: fear -> angry | Duration: 1.56s | Scores: {'angry': 0.6, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.01, 'sad': 0.06, 'surprise': 0.01, 'neutral': 0.05}
Date: 2025-03-11 | Time: 12:46:22 | Transition: angry -> fear | Duration: 0.57s | Scores: {'angry': 0.39, 'disgust': 0.0, 'fear': 0.41, 'happy': 0.04, 'sad': 0.08, 'surprise': 0.03, 'neutral': 0.05}
Date: 2025-03-11 | Time: 12:46:22 | Transition: fear -> neutral | Duration: 0.29s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.07, 'sad': 0.28, 'surprise': 0.0, 'neutral': 0.35}
Date: 2025-03-11 | Time: 12:46:23 | Transition: neutral -> fear | Duration: 0.28s | Scores: {'angry': 0.1, 'disgust': 0.0, 'fear': 0.32, 'happy': 0.07, 'sad': 0.28, 'surprise': 0.01, 'neutral': 0.22}
Date: 2025-03-11 | Time: 12:46:24 | Transition: fear -> neutral | Duration: 1.14s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.24, 'happy': 0.1, 'sad': 0.23, 'surprise': 0.01, 'neutral': 0.29}
Date: 2025-03-11 | Time: 12:46:24 | Transition: neutral -> sad | Duration: 0.66s | Scores: {'angry': 0.15, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.04, 'sad': 0.35, 'surprise': 0.01, 'neutral': 0.29}
Date: 2025-03-11 | Time: 12:46:25 | Transition: sad -> fear | Duration: 0.28s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.34, 'happy': 0.07, 'sad': 0.16, 'surprise': 0.03, 'neutral': 0.32}
Date: 2025-03-11 | Time: 12:46:25 | Transition: fear -> neutral | Duration: 0.58s | Scores: {'angry': 0.2, 'disgust': 0.0, 'fear': 0.26, 'happy': 0.03, 'sad': 0.21, 'surprise': 0.02, 'neutral': 0.29}
Date: 2025-03-11 | Time: 12:46:26 | Transition: neutral -> fear | Duration: 0.29s | Scores: {'angry': 0.19, 'disgust': 0.0, 'fear': 0.33, 'happy': 0.02, 'sad': 0.21, 'surprise': 0.01, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:46:26 | Transition: fear -> neutral | Duration: 0.29s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.04, 'sad': 0.19, 'surprise': 0.02, 'neutral': 0.35}
Date: 2025-03-11 | Time: 12:46:26 | Transition: neutral -> fear | Duration: 0.32s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.34, 'happy': 0.11, 'sad': 0.17, 'surprise': 0.04, 'neutral': 0.2}
Date: 2025-03-11 | Time: 12:46:27 | Transition: fear -> neutral | Duration: 0.60s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.1, 'sad': 0.14, 'surprise': 0.03, 'neutral': 0.39}
Date: 2025-03-11 | Time: 12:46:27 | Transition: neutral -> fear | Duration: 0.32s | Scores: {'angry': 0.1, 'disgust': 0.0, 'fear': 0.38, 'happy': 0.06, 'sad': 0.18, 'surprise': 0.04, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:46:28 | Transition: fear -> angry | Duration: 0.97s | Scores: {'angry': 0.43, 'disgust': 0.0, 'fear': 0.3, 'happy': 0.05, 'sad': 0.13, 'surprise': 0.02, 'neutral': 0.09}
Date: 2025-03-11 | Time: 12:46:29 | Transition: angry -> neutral | Duration: 0.59s | Scores: {'angry': 0.29, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.03, 'sad': 0.13, 'surprise': 0.01, 'neutral': 0.45}
Date: 2025-03-11 | Time: 12:46:29 | Transition: neutral -> angry | Duration: 0.62s | Scores: {'angry': 0.43, 'disgust': 0.0, 'fear': 0.21, 'happy': 0.01, 'sad': 0.11, 'surprise': 0.0, 'neutral': 0.23}
Date: 2025-03-11 | Time: 12:46:30 | Transition: angry -> sad | Duration: 0.89s | Scores: {'angry': 0.27, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.01, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.3}
Date: 2025-03-11 | Time: 12:46:30 | Transition: sad -> neutral | Duration: 0.30s | Scores: {'angry': 0.19, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.01, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.41}
Date: 2025-03-11 | Time: 12:46:31 | Transition: neutral -> sad | Duration: 0.30s | Scores: {'angry': 0.17, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.01, 'sad': 0.53, 'surprise': 0.0, 'neutral': 0.15}
Date: 2025-03-11 | Time: 12:46:31 | Transition: sad -> neutral | Duration: 0.31s | Scores: {'angry': 0.31, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.01, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.48}
Date: 2025-03-11 | Time: 12:46:32 | Transition: neutral -> angry | Duration: 0.64s | Scores: {'angry': 0.36, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.03, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.15}
Date: 2025-03-11 | Time: 12:46:32 | Transition: angry -> sad | Duration: 0.29s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.28, 'happy': 0.01, 'sad': 0.65, 'surprise': 0.0, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:46:34 | Transition: sad -> angry | Duration: 1.70s | Scores: {'angry': 0.32, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.04, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.14}
Date: 2025-03-11 | Time: 12:46:34 | Transition: angry -> sad | Duration: 0.29s | Scores: {'angry': 0.28, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.02, 'sad': 0.38, 'surprise': 0.0, 'neutral': 0.22}
Date: 2025-03-11 | Time: 12:46:36 | Transition: sad -> angry | Duration: 1.92s | Scores: {'angry': 0.68, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.0, 'sad': 0.14, 'surprise': 0.0, 'neutral': 0.07}
Date: 2025-03-11 | Time: 12:46:36 | Transition: angry -> sad | Duration: 0.29s | Scores: {'angry': 0.31, 'disgust': 0.0, 'fear': 0.29, 'happy': 0.0, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.07}
Date: 2025-03-11 | Time: 12:46:39 | Transition: sad -> angry | Duration: 2.98s | Scores: {'angry': 0.4, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.0, 'sad': 0.35, 'surprise': 0.0, 'neutral': 0.11}
Date: 2025-03-11 | Time: 12:46:40 | Transition: angry -> sad | Duration: 0.58s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.0, 'sad': 0.36, 'surprise': 0.0, 'neutral': 0.28}
Date: 2025-03-11 | Time: 12:46:41 | Transition: sad -> neutral | Duration: 1.36s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.0, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.47}
Date: 2025-03-11 | Time: 12:46:41 | Transition: neutral -> sad | Duration: 0.28s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.0, 'sad': 0.39, 'surprise': 0.0, 'neutral': 0.35}
Date: 2025-03-11 | Time: 12:46:42 | Transition: sad -> angry | Duration: 0.30s | Scores: {'angry': 0.41, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.0, 'sad': 0.29, 'surprise': 0.0, 'neutral': 0.11}
Date: 2025-03-11 | Time: 12:46:42 | Transition: angry -> sad | Duration: 0.30s | Scores: {'angry': 0.26, 'disgust': 0.0, 'fear': 0.18, 'happy': 0.0, 'sad': 0.45, 'surprise': 0.0, 'neutral': 0.11}
Date: 2025-03-11 | Time: 12:46:42 | Transition: sad -> angry | Duration: 0.29s | Scores: {'angry': 0.45, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.0, 'sad': 0.25, 'surprise': 0.0, 'neutral': 0.06}
